ORDER_ID,PRODUCT_ID,USER_ID,PRODUCT_DESCRIPTION,ORDER_DATE,SHIPPING_DATE,DELIVERY_DATE,AMOUNT,STATUS,DELIVERY_PARTNER_NO
172,17932190.0,40,"Black and red embellished lehenga choli with dupatta, sequinned Black and red embellished unstitched blouse Black and red embellished semi-stitched lehenga, flared hem Black and red embellished dupatta, solid borderBlouse fabric: Poly georgette Lehenga fabric: Poly georgette Dupatta fabric: Poly chiffon Dry clean OnlyLehenga Length: 1.06 m Lehenga Flare: 3.0 m ( with Can-Can) Blouse Length: 80 cm Dupatta Length: 2.10 m",2025-10-18,2025-10-21,2025-10-27,3244.0,out for delivery,6914651071
173,16050076.0,66,"Brown printed sweatshirt has a round neck,  na pockets, long sleeves,  closure, straight hem Machine Wash The model (height 5'8) is wearing a size S",2025-10-02,2025-10-04,2025-10-08,893.0,ordered,9528669912
174,19298192.0,13,Pink floral printed flared mini skirt have inner elasticated waist band with drawstring closure & detailed with Accordion pleats. Polyester Hand Wash,2025-10-04,2025-10-05,2025-10-11,4801.0,out for delivery,9163820792
175,6630426.0,40,"Green printed straight kurta, has a round neck, three-quarter sleeves, straight hem, side slitsThe model (height 5'8"") is wearing a size S100% viscose Rayon Machine-wash",2025-10-07,2025-10-10,2025-10-15,2776.0,packed,4819286292
176,16113918.0,68,"Red and yellow printed lehenga choli with dupatta,  zari Red and yellow printed ready to wear blouse,  has a round neck,  short sleeves,  button closure Red and yellow printed ready to wear lehenga, has slip-on closure, flared hem Red and yellow solid dupatta,  taping border Dupatta Size:30x14 cm Cotton Dry Clean Only",2025-09-21,2025-09-23,2025-09-27,1729.0,shipped,4504660024
177,13824212.0,50,"This clothing set consists of top and palazzos Blue and yellow printed top, has a shawl neck, long sleeves Blue and yellow printed palazzos, has a drawstring closureThe model (height 5'8"") is wearing a size STop fabric: Polyester Bottom fabric: Polyester Hand-wash",2025-10-10,2025-10-13,2025-10-20,1458.0,packed,5225286263
178,13792342.0,3,"Green Solid Skirt with slip-on closureThe model (height 5'8"") is wearing a size 28 Normal Machine Wash",2025-10-16,2025-10-17,2025-10-19,1798.0,shipped,9682015310
179,17055642.0,8,"Dark shade,  heavy fade blue jeans Skinny fit,  mid-rise Low distress Stretchable 5 pocket Length: cropped Fit: Skinny Fit Stretchable The model (height 5'8) is wearing a size 28Cotton Machine wash",2025-09-21,2025-09-22,2025-09-27,1019.0,out for delivery,6460974888
180,17846396.0,57,"Yellow and green embroidered lehenga choli, sequinned Yellow and green embroidered ready to wear blouse, has a round neck, sleeveless yellow and green printed ready to wear lehenga, has slip-on closure, flared hem Yellow and green solid dupatta, borderCotton Dry Clean Only Regular size & fit",2025-10-03,2025-10-04,2025-10-06,1264.0,ordered,6527757385
181,14569540.0,45,"Pink and navy blue woven design unstitched dress material Pink woven design kurta fabric Navy blue solid bottom fabric Navy blue woven design dupatta, has taping border Disclaimer: Images are for referral purposes only. The actual product is unstitchedTop fabric length: 2 metres Bottom fabric length: 2 metres Dupatta length: 2 metresSilk blend Hand wash",2025-10-06,2025-10-07,2025-10-14,4602.0,ordered,8268548616
182,17815320.0,76,Black and white striped playsuit with waist tie-ups Has a shoulder straps Sleeveless Polyester MachineWashThe model (height 5'8) is wearing a size S,2025-10-19,2025-10-20,2025-10-25,2691.0,ordered,4216587079
183,14355418.0,15,"A combination of chic and cosy, this jacket is sure to become your favourite in no time. Intricately crafted with a lapel collar and long sleeves, this jacket will enhance your sartorial choices. Bright yellow colour Chevron pattern Lapel collar Long sleeves Polyester, machine wash Trend Alert Originally designed to offer protection from the cold and rain, trench coats have evolved into fashionable garments that often feature deep pockets, belted details, and eye-catching buttons. Versatile and comfy, trench coats can effortlessly take you from smart to casual.The model (height 5'8) is wearing a size SOuter shell: 42% polyester, 35% wool, 19% acrylic, 4% nylon, Lining fabric: 100% polyester Machine wash",2025-09-27,2025-09-29,2025-10-04,754.0,packed,2834515471
184,17873342.0,80,"Medium shade,  no fade grey jeans Regular fit,  mid-rise Clean look Non stretchable 5 pocket Length: regular 74%COTTON 24%POLYESTER 2%SPANDEX Fit: Regular Fit Non Stretchable The model (height 5'8) is wearing a size 28",2025-10-12,2025-10-15,2025-10-17,2661.0,out for delivery,5083964630
185,10954884.0,20,"Navy Blue solid jacket, has a hooded, button closure, and straight hem78% Cotton, 21% Polyester & 1% Elastane Machine washThe model (height 5'8"") is wearing a size S",2025-10-07,2025-10-08,2025-10-12,4353.0,packed,2731792549
186,15038644.0,50,"Stylished Women Coat Or Blazer from the House of Campus Sutra. Feature: Smooth Fabric, Comfort Fit, two welt pockets on the front Gentle Machine Wash",2025-10-09,2025-10-12,2025-10-18,2696.0,shipped,6559892841
187,18865974.0,63,Design Details Red and black saree Geometric embroidered saree with embroidered border Has embroidered detail The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like. Dry Wash or Normal Wash Length: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.),2025-10-13,2025-10-15,2025-10-19,614.0,out for delivery,2693623449
188,18521496.0,18,"Pink and silver-toned printed lehenga choli, Pink and silver-toned printed ready to wear blouse,  has a one shoulder,  sleeveless,  zip closure Pink and silver-toned printed ready to wear lehenga, has zip closure, flared hem Pink and silver-toned dupatta,  border, Cotton<>Dry Clean",2025-10-14,2025-10-17,2025-10-24,1787.0,out for delivery,3295848029
189,2380278.0,26,"Black saree blouse, has a rouns neck, short sleevesStretchable blouse that fits from 28 inches to 36 inches at the bust The model (height 5'8"") is wearing a free sizeCotton and lycra Hand Wash",2025-10-10,2025-10-11,2025-10-16,2738.0,shipped,4641628902
190,18815858.0,64,"Pink pleated flared mini skirt, has an elasticated waistband, slip-on closure, flared hem 100% cotton Lycra Machine Wash The model (height 5'8"") is wearing a size 28",2025-09-21,2025-09-24,2025-09-27,3666.0,ordered,5251062804
191,19000284.0,40,"Peach-coloured regular top Graphic print Shoulder straps, no sleeves Knitted 100% COTTON Machine wash",2025-09-21,2025-09-24,2025-09-30,3451.0,out for delivery,8451945416
192,13104106.0,6,"Red printed woven-design embroidered shawl, has paisley print Wool and Cotton Dry Clean Only 1.01 m x 2.03 m (Length x Width)",2025-10-14,2025-10-16,2025-10-22,4109.0,out for delivery,5438841268
193,14177888.0,37,"A pair of Blue and White printed woven flared fit Palazzos, opaque, 2 pockets, and slip-on closureMaterial: Polycotton Machine WashThe model (height 5'8"") is wearing a size 28",2025-10-01,2025-10-04,2025-10-08,4122.0,delivered,8182632642
194,18779726.0,18,"Design Details Magenta and black saree Woven design embellished saree with no border The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like. Do not tumble dry iron low heat professional dry clean, Do not bleach Length: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.)",2025-09-25,2025-09-26,2025-10-01,3033.0,ordered,2215515464
195,18752220.0,40,"Yellow and gold-toned embellished unstitched dress material Yellow and gold-toned embellished kurta fabric Yellow and gold-toned solid bottom fabric Yellow and gold-toned embellished dupatta, has taping border Disclaimer: Images are for referral purposes only. The actual product is unstitched First Wash Dry Clean There After Hand Wash Top fabric length: Bottom fabric length: Dupatta length: 2 metres (approx)",2025-09-23,2025-09-25,2025-09-30,2675.0,shipped,5665134277
196,16350330.0,10,"Pink knitted parallel Regular fit Mid-rise Length:  regular Pattern: solid Flat-front, with no pleats design Feature:  plain 1 pockets Fit: Regular Fit The model (height 5'8) is wearing a size 28100% Cotton Machine Wash",2025-09-26,2025-09-29,2025-10-06,3759.0,delivered,8919891358
197,19148242.0,56,"Blue solid denim 5-pocket skirt in a cotton weave with a low waist Zip fly and button, and flap back pockets with a button. Pure cotton Machine washThe model (height 5'8'') is wearing a size 23",2025-10-04,2025-10-07,2025-10-11,2175.0,ordered,9455244573
198,15578758.0,76,"Black and gold-toned floral embellished net dupatta, embellished borderNet Hand washDupatta dimensions: 2.43 m x 91 cm (length x width)",2025-09-23,2025-09-25,2025-09-28,876.0,packed,4991099448
199,16379658.0,14,"Grey solid sweatshirt, has one shoulder neck, long sleeves, straight hemCotton Machine WashThe model (height 5'8) is wearing a size S",2025-10-08,2025-10-10,2025-10-12,973.0,shipped,7311965061
200,15874806.0,16,"Pink woven design shawl, has fringed border Features: This ostentatious Kashmiri jamawar shawl is adorned with intricate and meticulous paisley and floral woven designs inspired by mughal motifs and centuries of Kashmiri artistry. This shawl also comes packed in an elegant Pashmoda gift box which complements its royal feel and makes it ideal for gifting.Wool Blend Dry Clean Dimensions: 2.03 m x 1.01 m (Length x Width)",2025-10-11,2025-10-12,2025-10-14,2113.0,ordered,3157801076
